number,name,type,zone,from_station_code,from_station_name,to_station_code,to_station_name,departure,arrival,duration_h,duration_m,distance,return_train,sleeper,third_ac,second_ac,first_ac,first_class,chair_car
09562,Okha - Bandra Terminus Weekly Special,Exp,WR,OKHA,OKHA,BDTS,MUMBAI BANDRA TERMINUS,11:25:00,05:35:00,18.0,10.0,980.0,09561,1,0,1,0,0,0
09621,Ajmer Jaipur SF Special,SF,NWR,AII,AJMER JN,JP,JAIPUR,11:45:00,13:40:00,1.0,55.0,135.0,09622,0,0,0,0,0,1
09622,Jaipur Ajmer SF Special,SF,NWR,JP,JAIPUR,AII,AJMER JN,14:15:00,16:10:00,1.0,55.0,135.0,09621,0,0,0,0,0,1
09715,Jaipur Solapur (Weekly) Special,Exp,NWR,JP,JAIPUR,SUR,SOLAPUR JN,12:55:00,02:35:00,37.0,40.0,1744.0,09716,1,1,1,0,0,0
09716,Solapur - Jaipur Special,Exp,NWR,SUR,SOLAPUR JN,JP,JAIPUR,06:45:00,18:30:00,35.0,45.0,1744.0,09715,1,1,1,0,0,0
09721,Jaipur Delhi Sarai Rohilla SF Special,SF,NWR,JP,JAIPUR,DEE,DELHI SARAI ROHILLA,06:00:00,10:30:00,4.0,30.0,303.0,09722,0,1,1,0,0,1
09724,Jaipur - Sabarmati SF Holiday Spl,SF,NWR,JP,JAIPUR,SBI,SABARMATI JN,21:30:00,08:20:00,10.0,50.0,620.0,09723,1,1,1,0,0,0
09727,Indore-Jaipur Special,Exp,NWR,INDB,INDORE JN BG,JP,JAIPUR,22:30:00,08:00:00,9.0,30.0,599.0,09728,1,1,1,0,0,0
09728,Jaipur-Indore Special,Exp,NWR,JP,JAIPUR,INDB,INDORE JN BG,20:40:00,06:35:00,9.0,55.0,599.0,09727,1,1,1,0,0,0
09735,Secunderabad-Jaipur Special,Exp,NWR,SC,SECUNDERABAD JN,JP,JAIPUR,23:25:00,05:55:00,30.0,30.0,1666.0,09736,1,1,1,1,0,0
09736,Jaipur - Secunderabad (Weekly) Special,Exp,NWR,JP,JAIPUR,SC,SECUNDERABAD JN,21:10:00,03:55:00,30.0,45.0,1669.0,09735,1,1,1,1,0,0
09741,Rewari - Delhi Sarai Rohilla (Daily) Special,Exp,NWR,RE,REWARI,DEE,DELHI SARAI ROHILLA,14:10:00,15:40:00,1.0,30.0,78.0,09742,0,1,1,0,0,1
09742,Delhi Sarai Rohilla - Rewari (Daily) Special,Exp,NWR,DEE,DELHI SARAI ROHILLA,RE,REWARI,11:00:00,12:30:00,1.0,30.0,78.0,09741,0,1,1,0,0,1
09761,Surathgarh Anupgarh Passenger,Pass,NWR,APH,ANUPGARH,SOG,SURATGARH JN,07:00:00,08:35:00,1.0,35.0,78.0,09762,0,0,0,0,0,0
09762,Suratgarh - Anupgarh Passenger Special,Pass,NWR,SOG,SURATGARH JN,APH,ANUPGARH,18:45:00,20:20:00,1.0,35.0,76.0,09763,0,0,0,0,0,0
09763,Surathgarh Anupgarh Passenger,Pass,NWR,APH,ANUPGARH,SOG,SURATGARH JN,20:40:00,22:15:00,1.0,35.0,78.0,09764,0,0,0,0,0,0
09764,Suratgarh - Anupgarh Passenger Special,Pass,NWR,SOG,SURATGARH JN,APH,ANUPGARH,05:00:00,06:40:00,1.0,40.0,78.0,09763,0,0,0,0,0,0
09765,Phulera Rewari Passenger Special,Pass,NWR,FL,PHULERA JN,RE,REWARI,11:25:00,16:30:00,5.0,5.0,216.0,09766,0,0,0,0,0,0
09766,Rewari-Phulera Passenger Special,Pass,NWR,RE,REWARI,FL,PHULERA JN,09:10:00,14:15:00,5.0,5.0,216.0,09765,0,0,0,0,0,0
10001,Satpura Express,Exp,SECR,BTC,Balaghat Junction,JBP,JABALPUR,12:45:00,19:35:00,6.0,50.0,187.0,10002,0,0,0,0,1,0
10002,Satpura Express,Exp,SECR,JBP,JABALPUR,BTC,Balaghat Junction,05:30:00,12:10:00,6.0,40.0,187.0,10001,0,0,0,0,1,0
10103,MUMBAI CST - MADGAON Mandovi Exp,Exp,KR,CSTM,MUMBAI CST,MAO,MADGAON,06:55:00,18:45:00,11.0,50.0,765.0,10104,1,1,1,1,0,0
10104,MADGAON - MUMBAI CST Mandovi Exp,Exp,KR,MAO,MADGAON,CSTM,MUMBAI CST,09:30:00,21:30:00,12.0,0.0,765.0,10103,1,1,1,1,0,0
10111,MUMBAI CST - MADGAON Konkan Knaya Exp,Exp,KR,CSTM,MUMBAI CST,MAO,MADGAON,23:05:00,10:45:00,11.0,40.0,765.0,10112,1,1,1,1,0,0
10112,MADGAON - MUMBAI CST Konkan Knaya Exp,Exp,KR,MAO,MADGAON,CSTM,MUMBAI CST,18:00:00,05:50:00,11.0,50.0,765.0,10111,1,1,1,1,0,0
10215,Madgaon Ernakulam Weekly Super Fast Express,Exp,KR,MAO,MADGAON,ERS,ERNAKULAM JN,21:30:00,10:55:00,13.0,25.0,850.0,10216,1,1,1,1,0,0
10216,Ernakulam Madgaon Weekly SF Express,Exp,KR,ERS,ERNAKULAM JN,MAO,MADGAON,14:35:00,04:00:00,13.0,25.0,850.0,10215,1,1,1,1,0,0
11003,DADAR - SAWANTWADI RD Rajya Rani Exp,Exp,CR,DR,MUMBAI DADAR CENTRAL,SWV,SAWANTWADI ROAD,23:55:00,10:55:00,11.0,0.0,646.0,11004,1,1,1,0,0,0
11004,SAWANTWADI RD - DADAR Rajya Rani Exp,Exp,CR,SWV,SAWANTWADI ROAD,DR,MUMBAI DADAR CENTRAL,18:10:00,06:30:00,12.0,20.0,646.0,11003,1,1,1,0,0,0
11007,Deccan Express,Exp,CR,CSTM,MUMBAI CST,PUNE,PUNE JN,07:10:00,11:10:00,4.0,0.0,192.0,11008,0,0,0,0,0,1
11009,Sinhagad Express,Exp,CR,CSTM,MUMBAI CST,PUNE,PUNE JN,14:30:00,18:40:00,4.0,10.0,192.0,11008,0,0,0,0,0,1
11010,Sinhagad Express,Exp,CR,PUNE,PUNE JN,CSTM,MUMBAI CST,06:05:00,09:55:00,3.0,50.0,192.0,11009,0,0,0,0,0,1
11011,Mahalaxmi Express,Exp,CR,CSTM,MUMBAI CST,KOP,C SHAHU M RAJ KOLHAPUR TERM,20:23:00,07:20:00,10.0,57.0,518.0,11012,1,1,1,1,0,0
11012,Mahalaxmi Express,Exp,CR,KOP,C SHAHU M RAJ KOLHAPUR TERM,CSTM,MUMBAI CST,20:30:00,07:25:00,10.0,55.0,518.0,11011,1,1,1,1,0,0
11014,Coimbatore Mumbai LTT Express,Exp,CR,CBE,COIMBATORE JN,LTT,LOKMANYA TILAK TERM,08:00:00,14:30:00,30.0,30.0,1518.0,11013,1,1,1,1,0,0
11016,Kushinagar Express,Exp,CR,GKP,GORAKHPUR JN,LTT,LOKMANYA TILAK TERM,19:05:00,04:20:00,33.0,15.0,1680.0,11015,1,1,1,0,0,0
11018,Chalukya Express,Exp,CR,YPR,YESVANTPUR JN,DR,MUMBAI DADAR CENTRAL,06:30:00,05:50:00,23.0,20.0,1205.0,11017,1,1,1,0,0,0
15212,AMRITSAR - DARBHANGA Jan Nayak Exp,Exp,ECR,ASR,AMRITSAR JN,DBG,DARBHANGA JN,19:05:00,04:10:00,33.0,5.0,1499.0,15211,0,0,0,0,0,0
40013,Chennai Beach Tambaram EMU(12 Car),MEMU,SR,MSB,CHENNAI BEACH,TBM,TAMBARAM,07:47:00,08:42:00,0.0,55.0,33.0,,0,0,0,0,0,0
56304,Nagercoil Kottayam Passenger,Pass,SR,NCJ,NAGERCOIL JN,KTYM,KOTTAYAM,12:20:00,19:50:00,7.0,30.0,231.0,,0,0,0,0,0,0
56386,Kottayam Ernakulam Passenger,Pass,SR,KTYM,KOTTAYAM,ERS,ERNAKULAM JN,05:25:00,07:05:00,1.0,40.0,60.0,56385,0,0,0,0,0,0
56390,Kottayam Ernakulam Passenger,Pass,SR,KTYM,KOTTAYAM,ERS,ERNAKULAM JN,17:15:00,18:55:00,1.0,40.0,60.0,56389,0,0,0,0,0,0
02082,Loharu - Jaipur Passenger Spl (MG),Pass,NWR,LHU,Loharu,JP,JAIPUR,02:40:00,09:35:00,6.0,55.0,229.0,02083,0,0,0,0,0,0
02083,Jaipur-Loharu MG Passenger Special,Pass,NWR,JP,JAIPUR,LHU,Loharu,23:30:00,06:10:00,6.0,40.0,229.0,02084,0,0,0,0,0,0
02084,Loharu - Jaipur Passenger Spl (MG),Pass,NWR,LHU,Loharu,JP,JAIPUR,23:10:00,05:45:00,6.0,35.0,230.0,02083,0,0,0,0,0,0
02085,Jaipur - Churu Passenger Spl (MG),Pass,NWR,JP,JAIPUR,CUR,Churu,16:55:00,22:15:00,5.0,20.0,198.0,02086,0,0,0,0,0,0
02086,Churu - Jaipur Passenger Spl (MG),Pass,NWR,CUR,Churu,JP,JAIPUR,05:15:00,11:05:00,5.0,50.0,198.0,02085,0,0,0,0,0,0
02087,Jaipur - Churu Passenger Spl (MG),Pass,NWR,JP,JAIPUR,CUR,Churu,20:30:00,03:45:00,7.0,15.0,198.0,02086,0,0,0,0,0,0
02088,Churu - Jaipur Passenger Spl (MG),Pass,NWR,CUR,Churu,JP,JAIPUR,03:05:00,08:15:00,5.0,10.0,198.0,02087,0,0,0,0,0,0
02089,Sikar - Churu Passenger Spl (MG),Pass,NWR,SIKR,Sikar Junction,CUR,Churu,11:05:00,13:35:00,2.0,30.0,90.0,02090,0,0,0,0,0,0
02090,Sikar - Churu Passenger Spl (MG),Pass,NWR,CUR,Churu,SIKR,Sikar Junction,14:00:00,16:05:00,2.0,5.0,90.0,02089,0,0,0,0,0,0
02093,Jaipur Loharu Passenger,Pass,NWR,JP,JAIPUR,LHU,Loharu,07:45:00,14:40:00,6.0,55.0,229.0,02094,0,0,0,0,0,0
02411,Ratangarh-Sardarshahar Passenger,Pass,NR,RTGH,Ratangarh Junction,SRDR,Sardarshahr,11:30:00,13:10:00,1.0,40.0,46.0,02412,0,0,0,0,0,0
02412,Sardarshahr-Ratangarh Passenger Special,Pass,NR,SRDR,Sardarshahr,RTGH,Ratangarh Junction,13:40:00,15:20:00,1.0,40.0,46.0,02411,0,0,0,0,0,0
02413,Sadulpur-Shri Ganganagar Passenger Special,Pass,NWR,SDLP,Sadulpur Junction,SGNR,SHRI GANGANAGAR,02:30:00,08:15:00,5.0,45.0,246.0,02414,0,0,0,0,0,0
02423,Dibrugarh Guwahati Rajdhani Express,Raj,NR,DBRT,DIBRUGARH TOWN,GHY,GUWAHATI,20:15:00,06:15:00,10.0,0.0,564.0,02424,0,1,0,0,0,0
02424,Guwahati Dibrugarh Rajdhani Express,Raj,NR,GHY,GUWAHATI,DBRT,DIBRUGARH TOWN,18:05:00,05:00:00,10.0,55.0,564.0,02423,0,1,0,0,0,0
02435,Dibrugarh Guwahati Rajdhani Express,Raj,NR,DBRT,DIBRUGARH TOWN,GHY,GUWAHATI,19:00:00,05:05:00,10.0,5.0,564.0,02436,0,1,0,0,0,0
02436,Guwahati Dibrugarh Rajdhani Express,Raj,NR,GHY,GUWAHATI,DBRT,DIBRUGARH TOWN,19:45:00,06:25:00,10.0,40.0,564.0,02435,0,1,0,0,0,0
02451,Kalka Shimla Holiday Special,Pass,?,KLK,Kalka,SML,Shimla,07:00:00,12:10:00,5.0,10.0,95.0,02452,0,0,0,0,0,0
02452,Shimla Kalka Holiday Special,Pass,?,SML,Shimla,KLK,Kalka,15:50:00,21:10:00,5.0,20.0,96.0,02451,0,0,0,0,0,0
02453,Kalka Shimla Holiday Special,Pass,?,KLK,Kalka,SML,Shimla,12:45:00,18:10:00,5.0,25.0,95.0,02452,0,0,0,0,0,0
02454,Shimla Kalka Holiday Special,Pass,?,SML,Shimla,KLK,Kalka,09:25:00,15:20:00,5.0,55.0,96.0,02453,0,0,0,0,0,0
02779,Vasco da Gama Bangalore Link Express,SF,SWR,VSG,VASCO DA GAMA,SBC,BANGALORE CITY JN,15:10:00,07:35:00,16.0,25.0,705.0,,1,1,0,0,0,0
03283,Rajendra Nagar-Tatanagar Special,Exp,ECR,RJPB,RAJENDRA NAGAR BIHAR,TATA,TATANAGAR JN,23:15:00,10:05:00,10.0,50.0,496.0,03284,1,1,1,0,0,0
03284,Tatanagar-Rajendra Nagar Special,Exp,ECR,TATA,TATANAGAR JN,RJPB,RAJENDRA NAGAR BIHAR,11:00:00,22:00:00,11.0,0.0,496.0,03283,1,1,1,0,0,0
03686,Delhi Gaya S,SF,ECR,DLI,OLD DELHI,GAYA,GAYA JN,19:10:00,09:45:00,14.0,35.0,972.0,03685,1,1,1,0,0,0
04011,Sainagar Shirdi - H. Nizamuddin (Weekly) Special,Exp,NR,SNSI,SAINAGAR SHIRDI,NZM,DELHI H NIZAMUDDIN,10:00:00,12:55:00,26.0,55.0,1361.0,04012,1,1,1,0,0,0
04031,Delhi-Panipat Special,Exp,NR,DLI,OLD DELHI,PNP,PANIPAT JN,05:30:00,08:20:00,2.0,50.0,89.0,04032,1,1,1,0,0,0
04032,Panipat Delhi Special,Exp,NR,PNP,PANIPAT JN,DLI,OLD DELHI,18:30:00,21:00:00,2.0,30.0,89.0,04031,1,1,1,0,0,0
04053,Anand Vihar T.-Jammu Tawi Special,Exp,NR,ANVT,ANAND VIHAR TRM,JAT,JAMMU TAWI,23:15:00,11:50:00,12.0,35.0,633.0,04054,1,0,0,0,0,0
04054,Jammu Tawi-Anand Vihar Special,Exp,NR,JAT,JAMMU TAWI,ANVT,ANAND VIHAR TRM,17:30:00,05:40:00,12.0,10.0,633.0,04053,1,0,0,0,0,0
04115,Allahabad - Mumbai LTT (Weekly) Special,Exp,NCR,ALD,ALLAHABAD JN,LTT,LOKMANYA TILAK TERM,10:20:00,14:35:00,28.0,15.0,1533.0,04116,1,1,0,0,0,0
02081,Jaipur Luharu Special,Exp,NWR,JP,JAIPUR,LHU,Loharu,18:25:00,01:00:00,6.0,35.0,229.0,02082,0,0,0,0,0,0
04116,Mumbai LTT-Allahabad Special,Exp,NCR,LTT,LOKMANYA TILAK TERM,ALD,ALLAHABAD JN,15:50:00,21:50:00,30.0,0.0,1533.0,04115,1,1,0,0,0,0
04201,Lucknow -New Delhi Special,Exp,NR,LKO,LUCKNOW,NDLS,NEW DELHI,22:45:00,08:20:00,9.0,35.0,493.0,04202,1,1,1,0,0,0
04202,New Delhi-Lucknow tri-weekly Special,Exp,NR,NDLS,NEW DELHI,LKO,LUCKNOW,23:55:00,09:45:00,9.0,50.0,493.0,04201,1,1,1,0,0,0
04203,Varanasi-Old Delhi Special,Exp,NR,BSB,VARANASI JN,DLI,OLD DELHI,20:00:00,10:10:00,14.0,10.0,770.0,04204,1,1,1,0,0,0
11067-Slip,Saket Express Slip,Exp,CR,LTT,LOKMANYA TILAK TERM,RBL,RAE BARELI JN,05:20:00,08:20:00,27.0,0.0,1502.0,,1,1,1,0,0,0
11108,Varanasi-Gwalior Bundelkhand Express,Exp,NCR,BSB,VARANASI JN,GWL,GWALIOR JN,18:05:00,08:55:00,14.0,50.0,624.0,11107,1,1,1,1,0,0
11109,Jhansi-Lucknow Intercity Express,Exp,CR,JHS,JHANSI JN,LKO,LUCKNOW,06:10:00,12:00:00,5.0,50.0,292.0,11110,0,0,0,0,0,1
11110,Lucknow-Jhansi InterCity,Exp,CR,LKO,LUCKNOW,JHS,JHANSI JN,16:30:00,22:35:00,6.0,5.0,292.0,11109,0,0,0,0,0,1
11123,Barauni-Gwalior Mail,Mail,NCR,BJU,BARAUNI JN,GWL,GWALIOR JN,18:45:00,21:00:00,26.0,15.0,1055.0,11124,1,1,1,0,0,0
11124,Gwalior Barauni Mail,Mail,NCR,GWL,GWALIOR JN,BJU,BARAUNI JN,11:45:00,13:05:00,25.0,20.0,1055.0,11123,1,1,1,0,0,0
11125,Indore Gwalior Express,Exp,CR,INDB,INDORE JN BG,GWL,GWALIOR JN,20:15:00,08:25:00,12.0,10.0,562.0,11126,1,1,1,0,0,0
11126,Gwalior Indore Express,Exp,CR,GWL,GWALIOR JN,INDB,INDORE JN BG,19:30:00,07:50:00,12.0,20.0,562.0,11125,1,1,1,0,0,0
11454,Prerna Express,Exp,CR,NGP,NAGPUR,ADI,AHMEDABAD JN,09:35:00,03:40:00,18.0,5.0,959.0,11453,1,1,0,0,0,0
52071,BARI SADRI - MAVLI PASSENGER,Pass,NWR,BI,BARI SADRI,MVJ,MAVLI JN,12:45:00,15:40:00,2.0,55.0,82.0,52072,0,0,0,0,0,0
11063-Slip,Chennai Salem Express Slip,Exp,CR,MS,CHENNAI EGMORE,MTDM,METUR DAM,23:00:00,08:05:00,9.0,5.0,393.0,,1,1,1,1,0,0
11065,MUMBAI LTT - DARBHANGA Pawan Exp,Exp,CR,LTT,LOKMANYA TILAK TERM,DBG,DARBHANGA JN,12:15:00,01:20:00,37.0,5.0,1880.0,11066,1,1,1,0,0,0
11066,DARBHANGA - MUMBAI LTT Pawan Exp,Exp,CR,DBG,DARBHANGA JN,LTT,LOKMANYA TILAK TERM,13:10:00,03:45:00,38.0,35.0,1880.0,11065,1,1,1,0,0,0
11067,MUMBAI LTT - FAIZABAD Saket Exp,Exp,CR,LTT,LOKMANYA TILAK TERM,FD,FAIZABAD JN,05:20:00,09:25:00,28.0,5.0,1505.0,11068,1,1,1,0,0,0
11068,FAIZABAD - MUMBAI LTT Saket Exp,Exp,CR,FD,FAIZABAD JN,LTT,LOKMANYA TILAK TERM,15:35:00,21:40:00,30.0,5.0,1505.0,11067,1,1,1,0,0,0
11069,Tulsi Express,Exp,CR,LTT,LOKMANYA TILAK TERM,ALD,ALLAHABAD JN,05:20:00,08:50:00,27.0,30.0,1511.0,11070,1,1,1,0,0,0
11070,Tulsi Express,Exp,CR,ALD,ALLAHABAD JN,LTT,LOKMANYA TILAK TERM,16:15:00,21:40:00,29.0,25.0,1511.0,11069,1,1,1,0,0,0
11071,Kamayani Express,Exp,CR,LTT,LOKMANYA TILAK TERM,BSB,VARANASI JN,12:40:00,19:25:00,30.0,45.0,1640.0,11072,1,1,1,0,0,0
11072,Kamayani Express,Exp,CR,BSB,VARANASI JN,LTT,LOKMANYA TILAK TERM,15:50:00,23:05:00,31.0,15.0,1640.0,11071,1,1,1,0,0,0
11077,Jhelum Express,Exp,CR,PUNE,PUNE JN,JAT,JAMMU TAWI,17:20:00,09:20:00,40.0,0.0,2177.0,11078,1,1,1,0,0,0
11078,Jhelum Express,Exp,CR,JAT,JAMMU TAWI,PUNE,PUNE JN,21:45:00,14:35:00,40.0,50.0,2173.0,11077,1,1,1,0,0,0
11087,Veraval Pune Express,Exp,CR,VRL,VERAVAL,PUNE,PUNE JN,06:25:00,04:45:00,22.0,20.0,1066.0,11088,1,1,1,0,0,0
11088,Pune Veraval Express,Exp,CR,PUNE,PUNE JN,VRL,VERAVAL,19:50:00,16:40:00,20.0,50.0,1066.0,11087,1,1,1,0,0,0
11089,BHAGAT KI KOTHI - PUNE Exp,Exp,CR,BGKT,BHAGAT KI KOTHI,PUNE,PUNE JN,05:30:00,04:45:00,23.0,15.0,1094.0,11090,1,1,1,0,0,0
11090,PUNE - BHAGAT KI KOTHI Exp,Exp,CR,PUNE,PUNE JN,BGKT,BHAGAT KI KOTHI,19:50:00,17:35:00,21.0,45.0,1094.0,11089,1,1,1,0,0,0
11091,BHUJ - PUNE Ahimsa Exp,Exp,CR,BHUJ,BHUJ,PUNE,PUNE JN,08:00:00,04:45:00,20.0,45.0,993.0,11092,1,1,1,0,0,0
11092,PUNE - BHUJ Ahimsa Exp,Exp,CR,PUNE,PUNE JN,BHUJ,BHUJ,19:50:00,15:20:00,19.0,30.0,993.0,11091,1,1,1,0,0,0
11093,MUMBAI CST - VARANASI Mahanagari Exp,Exp,CR,CSTM,MUMBAI CST,BSB,VARANASI JN,00:10:00,04:40:00,28.0,30.0,1533.0,11094,1,1,1,0,0,0
11094,VARANASI - MUMBAI CST Mahanagari Exp,Exp,CR,BSB,VARANASI JN,CSTM,MUMBAI CST,11:25:00,14:15:00,26.0,50.0,1533.0,11093,1,1,1,0,0,0
11095,Ahimsa Express,Exp,CR,ADI,AHMEDABAD JN,PUNE,PUNE JN,16:00:00,04:45:00,12.0,45.0,635.0,11096,1,1,1,0,0,0
11096,Ahimsa Express,Exp,CR,PUNE,PUNE JN,ADI,AHMEDABAD JN,19:50:00,07:45:00,11.0,55.0,635.0,11095,1,1,1,0,0,0
11105,Pratham Swatantrata Sangram Express,Exp,CR,KOAA,KOLKATA CHITPUR,JHS,JHANSI JN,07:25:00,08:50:00,25.0,25.0,1326.0,11106,1,1,0,0,0,0
11106,Pratham Swatantrata Sangram Express,Exp,CR,JHS,JHANSI JN,KOAA,KOLKATA CHITPUR,20:40:00,21:45:00,25.0,5.0,1326.0,11105,1,1,0,0,0,0
11266,AMBIKAPUR - JABALPUR Exp,Exp,WCR,ABKP,AMBIKAPUR,JBP,JABALPUR,06:05:00,14:55:00,8.0,50.0,433.0,11265,1,0,0,0,0,0
11401,Nandigram Express,Exp,CR,CSTM,MUMBAI CST,NGP,NAGPUR,16:35:00,16:15:00,23.0,40.0,1139.0,11402,1,1,1,0,0,0
11402,Nandigram Express,Exp,CR,NGP,NAGPUR,CSTM,MUMBAI CST,06:00:00,05:40:00,23.0,40.0,1139.0,11401,1,1,1,0,0,0
11403,NAGPUR - KOLHAPUR EXP,Exp,CR,NGP,NAGPUR,KOP,C SHAHU M RAJ KOLHAPUR TERM,15:00:00,15:25:00,24.0,25.0,1038.0,11404,1,1,1,0,0,0
11404,KOLHAPUR - NAGPUR EXP,Exp,CR,KOP,C SHAHU M RAJ KOLHAPUR TERM,NGP,NAGPUR,12:50:00,12:35:00,23.0,45.0,1038.0,11403,1,1,1,0,0,0
11423,Solapur - Hubli Express,Exp,CR,SUR,SOLAPUR JN,UBL,HUBLI JN,06:25:00,14:30:00,8.0,5.0,358.0,11424,0,0,0,0,0,0
11424,Hubli Jn - Solapur Express,Exp,CR,UBL,HUBLI JN,SUR,SOLAPUR JN,15:00:00,23:15:00,8.0,15.0,357.0,11423,0,0,0,0,0,0
11447,JABALPUR - KOL HOWRAH Shaktipunj Exp,Exp,WCR,JBP,JABALPUR,HWH,HOWRAH JN,00:30:00,04:15:00,27.0,45.0,1152.0,11448,1,1,1,0,0,0
11448,HOWRAH - JABALPUR Shaktipunj Exp,Exp,WCR,HWH,HOWRAH JN,JBP,JABALPUR,14:30:00,15:45:00,25.0,15.0,1152.0,11447,1,1,1,0,0,0
11449,JABALPUR - SHRI MATA VAISHNO DEVI KATRA Express,Exp,CR,JBP,JABALPUR,SVDK,S M V D KATRA,06:00:00,13:10:00,31.0,10.0,1509.0,11450,1,1,1,0,0,0
11450,SHRI MATA VAISHNO DEVI KATRA - JABALPUR Express,Exp,CR,SVDK,S M V D KATRA,JBP,JABALPUR,23:45:00,08:40:00,32.0,55.0,1509.0,11449,1,1,1,0,0,0
11451,JABALPUR - REWA Intercity Exp,Exp,CR,JBP,JABALPUR,REWA,REWA,17:05:00,21:40:00,4.0,35.0,238.0,11452,0,0,0,0,0,1
11452,REWA - JABALPUR Intercity Exp,Exp,CR,REWA,REWA,JBP,JABALPUR,06:00:00,10:25:00,4.0,25.0,238.0,11451,0,0,0,0,0,1
11453,Prerna Express,Exp,CR,ADI,AHMEDABAD JN,NGP,NAGPUR,16:25:00,12:15:00,19.0,50.0,959.0,11454,1,1,0,0,0,0
11463,Somnath-Jabalpur Express,Exp,CR,SMNH,SOMNATH,JBP,JABALPUR,09:40:00,15:10:00,29.0,30.0,1415.0,11464,1,1,1,0,0,0
11464,Jabalpur-Somnath Express,Exp,CR,JBP,JABALPUR,SMNH,SOMNATH,12:00:00,17:55:00,29.0,55.0,1415.0,11463,1,1,1,0,0,0
11471,Indore-Jabalpur Overnight Express,Exp,CR,INDB,INDORE JN BG,JBP,JABALPUR,17:45:00,05:40:00,11.0,55.0,555.0,11472,1,1,1,1,0,0
11472,Jabalpur-Indore Express,Exp,CR,JBP,JABALPUR,INDB,INDORE JN BG,23:00:00,10:30:00,11.0,30.0,555.0,11471,1,1,1,1,0,0
12003,Lucknow-NewDelhi Swarn Shatabdi Express,Shtb,NR,LKO,LUCKNOW,NDLS,NEW DELHI,15:35:00,22:05:00,6.0,30.0,511.0,12004,0,0,0,0,0,1
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,RNC,RANCHI,HWH,HOWRAH JN,13:45:00,21:10:00,7.0,25.0,423.0,12019,0,0,0,1,0,1
12021,Barbil Janshatabdi,JShtb,ER,HWH,HOWRAH JN,BBN,Barbil,06:20:00,13:15:00,6.0,55.0,398.0,12022,0,0,0,0,0,1
12022,Barbil Howrah Janshatabdi,JShtb,ER,BBN,Barbil,HWH,HOWRAH JN,13:45:00,20:50:00,7.0,5.0,398.0,12021,0,0,0,0,0,1
12189,JABALPUR - DELHI H NIZAMUDDIN Mahakoshal SF Exp,SF,CR,JBP,JABALPUR,NZM,DELHI H NIZAMUDDIN,18:10:00,11:35:00,17.0,25.0,961.0,12190,1,1,1,0,0,0
53030,Bhagalpur Azimganj Passenger,Pass,ER,BGP,BHAGALPUR,AZ,AZIMGANJ JN,04:50:00,13:25:00,8.0,35.0,226.0,53029,0,0,0,0,0,0
56385,Ernakulam Kottayam Passenger,Pass,SR,ERS,ERNAKULAM JN,KTYM,KOTTAYAM,07:30:00,09:25:00,1.0,55.0,60.0,56386,0,0,0,0,0,0
11465,SOMNATH - JABALPUR Exp (via Bina),Exp,WCR,SMNH,SOMNATH,JBP,JABALPUR,09:40:00,18:30:00,32.0,50.0,1570.0,11466,1,1,1,0,0,0
11466,JABALPUR - SOMNATH Exp (via Bina),Exp,CR,JBP,JABALPUR,SMNH,SOMNATH,10:00:00,17:55:00,31.0,55.0,1570.0,11465,1,1,1,0,0,0
11702,INDORE - JABALPUR Intercity Exp,Exp,WCR,INDB,INDORE JN BG,JBP,JABALPUR,04:15:00,20:25:00,16.0,10.0,761.0,11701,0,0,0,0,0,1
12002,New Delhi-Bhopal Shatabdi Express,Shtb,NR,NDLS,NEW DELHI,BPL,BHOPAL JN,06:15:00,14:05:00,7.0,50.0,701.0,12001,0,0,0,1,0,1
12004,NewDelh-Lucknowi Swarn Shatabdi Express,SF,NR,NDLS,NEW DELHI,LKO,LUCKNOW,06:15:00,12:30:00,6.0,15.0,511.0,12003,0,0,0,0,0,1
12005,New Delhi-Kalka Shatabdi,Shtb,NR,NDLS,NEW DELHI,KLK,Kalka,17:15:00,21:20:00,4.0,5.0,303.0,12006,0,0,0,1,0,1
12006,Kalka-New Delhi Shatabdi,Shtb,NR,KLK,Kalka,NDLS,NEW DELHI,06:15:00,10:25:00,4.0,10.0,303.0,12005,0,0,0,0,0,1
12008,MYSORE - CHENNAI CENT Shatabdi Express,Shtb,SR,MYS,MYSORE JN,MAS,CHENNAI CENTRAL,14:15:00,21:25:00,7.0,10.0,500.0,12007,0,0,0,1,0,1
12009,Mumbai-Ahmedabad Shatabdi Express,Shtb,WR,BCT,Mumbai Central,ADI,AHMEDABAD JN,06:25:00,13:10:00,6.0,45.0,491.0,12010,0,0,0,1,0,1
12010,Ahmedabad-Mumbai Central Shatabdi,Shtb,WR,ADI,AHMEDABAD JN,BCT,Mumbai Central,14:30:00,21:35:00,7.0,5.0,491.0,12009,0,0,0,1,0,1
12011,Kalka Shatabdi Express,Shtb,NR,NDLS,NEW DELHI,KLK,Kalka,07:40:00,11:45:00,4.0,5.0,303.0,12012,0,0,0,0,0,1
12012,Kalka-New Delhi Shatabdi,Shtb,NR,KLK,Kalka,NDLS,NEW DELHI,17:45:00,21:55:00,4.0,10.0,303.0,12011,0,0,0,0,0,1
